,Location,Crop,Qualifier,Crop.name.in.original.data,Plant.start,Plant.start.date,Plant.end,Plant.end.date,Plant.median,Plant.range,Harvest.start,Harvest.start.date,Harvest.end,Harvest.end.date,Harvest.median,Harvest.range,full.crop.name,tot.days,lat.avg,lon.avg,harvested.area,tmin.day.avg,temp.average,precip.average,temp.min,precip.min,temp.max,precip.max,temp.min.month,precip.min.month,temp.max.month,precip.max.month,temp.at.planting,precip.at.planting,sunfrac.at.planting,daylength.at.planting,dsw.at.planting,precip.over.pet.min,precip.over.pet.min.day,precip.over.pet.max,precip.over.pet.max.day,precip.over.pet.at.planting,apr.to.sept.temp.anomaly,apr.to.sept.precip.frac,gdd.base.0.between.plant.and.harvest,gdd.base.4.between.plant.and.harvest,gdd.base.5.between.plant.and.harvest,gdd.base.8.between.plant.and.harvest,gdd.base.10.between.plant.and.harvest,gdd.base.0,gdd.base.4,gdd.base.5,gdd.base.8,gdd.base.10,gdd.base.0.from.plant.until.cold,gdd.base.4.from.plant.until.cold,gdd.base.5.from.plant.until.cold,gdd.base.8.from.plant.until.cold,gdd.base.10.from.plant.until.cold,ndays.growing.season.below.0,ndays.growing.season.below.5,ndays.growing.season.below.10,ndays.growing.season.below.12,ndays.growing.season.below.15,ndays.growing.season.below.17,ndays.below.0,ndays.below.5,ndays.below.10,ndays.below.12,ndays.below.15,ndays.below.17,LGP,LGP.T,LGP.P,LGP.tmin5.tmax100,LGP.T.tmin5.tmax100,LGP.P.tmin5.tmax100,temp.growing.season,precip.growing.season,ndays.since.snowfrac_0.5,ndays.since.snowfrac_0.1,ndays.since.snowfrac_0.05,ndays.since.snowfrac_0,climate.category,misclassified,climate.category.string
37,Assam,Rice,,Paddy (Kharif),141,May-21,175,Jun-24,158,35,288,Oct-15,322,Nov-18,305,35,Rice,147,27.33263258,94.66275662,2123.905203,2.607687198,23.24123739,209.1171752,15.99399456,19.2088405,28.26261189,504.4400718,1,12,8,7,27.21930474,401.544094,0.411470497,14.68833811,217.6525902,0.23450336,349,3.497348668,196,2.607289173,3.518682148,1.724753009,3982.805157,3394.805157,3247.805157,2806.805157,2512.805157,8491.815594,7031.815594,6666.815594,5571.815594,4841.815594,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,46,259,365,259,259,365,259,27.09391263,351.3741111,365,-6,-54,-365,3,FALSE,3
38,Assam,Rice,2,Paddy (Rabi),302,Oct-29,336,12-Feb,319,35,71,03-Dec,112,Apr-22,91.5,42,Rice.2,137.5,27.04730365,94.863658,988.4809794,2.380424384,23.22573189,198.455366,16.15129498,20.44016039,28.11070837,476.3112707,1,12,8,7,20.86630039,27.95666403,0.712200235,11.63604337,172.2882947,0.245789466,349,3.35747615,197,0.274727474,3.440405345,1.708513742,2564.750687,2012.750687,1874.750687,1460.750687,1184.750687,8486.064518,7026.064518,6661.064518,5566.064518,4836.064518,NA,NA,NA,NA,NA,0,0,0,0,0,40,0,0,0,0,0,40,258,365,258,258,365,258,18.58514991,47.32490763,365,326,213,-365,3,TRUE,3X
39,Assam,Sugarcane,,Sugarcane,57,Feb-26,91,04-Jan,74,35,316,11-Dec,7,01-Jul,344,57,Sugarcane,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
40,Assam,Other,Mustard,Mustard,232,Aug-20,266,Sep-23,249,35,330,Nov-26,364,Dec-30,347,35,Other.Mustard,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
41,Assam,Other,Mustard,Mustard,281,10-Aug,315,11-Nov,298,35,8,01-Aug,42,02-Nov,25,35,Other.Mustard,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
42,Assam,Other,Mustard,Mustard,288,Oct-15,336,12-Feb,312,49,15,Jan-15,56,Feb-25,35.5,42,Other.Mustard,88.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
43,Assam,Rapeseed,Winter,Rape,288,Oct-15,336,12-Feb,312,49,15,Jan-15,56,Feb-25,35.5,42,Rapeseed.Winter,88.5,27.31975741,94.61822617,488.4970261,2.611167961,23.26002363,209.5971769,16.02242357,19.22916111,28.27355257,504.9914623,1,12,8,7,21.78182866,50.6442767,0.689176526,11.75772113,175.2368999,0.234459989,349,3.502332532,196,0.477261644,3.514437646,1.726439506,1579.951025,1223.951025,1134.951025,867.9510245,689.9510245,8498.662123,7038.662123,6673.662123,5578.662123,4848.662123,NA,NA,NA,NA,NA,0,0,0,0,0,45,0,0,0,0,0,45,259,365,259,259,365,259,17.7522587,26.68565863,365,-217,-265,-365,3,TRUE,3X
44,Assam,Other,Jute,Jute,127,05-Jul,161,06-Oct,144,35,232,Aug-20,266,Sep-23,249,35,Other.Jute,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
45,Gujarat,Millet,,Bajra (Kharif),162,06-Nov,189,07-Aug,175.5,28,253,09-Oct,294,Oct-21,273.5,42,Millet,98,23.97341815,72.09222555,2258.291628,1.661188998,26.84471277,50.47548327,18.65495468,0.369291412,33.2169591,230.8295702,1,2,5,7,31.76201074,107.448233,0.547266905,14.46592842,247.3553899,0.002628363,45,1.49750908,197,0.580720851,3.720548723,1.922896608,2847.652957,2455.652957,2357.652957,2063.652957,1867.652957,9617.396086,8157.396086,7792.396086,6697.396086,5967.396086,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,94,365,94,94,365,94,29.22635714,161.6869184,365,365,365,365,3,FALSE,3
46,Gujarat,Millet,,Bajra (Kharif),155,06-Apr,217,08-May,186,63,274,10-Jan,301,Oct-28,287.5,28,Millet,101.5,23.32293225,70.57052356,903.6205344,1.733882487,26.7604479,39.15659949,18.61238062,0.51400508,32.4692933,170.8628823,1,4,5,7,30.65124762,128.9396065,0.491904678,14.36422843,232.7689677,0.002425869,105,1.082188509,197,0.749186617,3.593890018,1.902027687,2957.335513,2549.335513,2447.335513,2141.335513,1937.335513,9630.841475,8170.841475,7805.841475,6710.841475,5980.841475,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,83,365,83,83,365,83,29.02155201,110.8018045,365,365,365,365,3,FALSE,3
47,Gujarat,Millet,,Bajra (Kharif),162,06-Nov,203,Jul-22,182.5,42,253,09-Oct,294,Oct-21,273.5,42,Millet,91,21.82458528,70.94792508,732.6250256,1.958513609,26.66194064,52.79456851,20.26931379,0.154617871,31.1278511,233.6731657,1,4,5,7,29.8201707,175.2312431,0.441775706,14.27182339,219.7234636,0.00074391,105,1.643618227,197,1.087788023,2.646270909,1.886253597,2579.447543,2215.447543,2124.447543,1851.447543,1669.447543,9691.341691,8231.341691,7866.341691,6771.341691,6041.341691,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,104,365,104,104,365,104,28.34557739,154.3614393,365,365,365,365,3,FALSE,3
48,Gujarat,Cotton,,Cotton,148,May-28,189,07-Aug,168.5,42,323,Nov-19,35,02-Apr,361.5,78,Cotton,193,22.24558826,70.87284521,4608.411916,0.704372456,26.64654921,52.41014458,19.6050308,0.280794535,31.84013368,233.4680338,1,4,5,7,31.15903381,97.61665519,0.56523021,14.32909276,249.8626821,0.001340806,105,1.605781678,197,0.526601874,2.941884905,1.884812243,5197.549701,4425.549701,4232.549701,3653.549701,3267.549701,9648.494816,8188.494816,7823.494816,6728.494816,5998.494816,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,97,365,97,97,365,97,26.97501309,90.86768492,365,365,365,365,3,FALSE,3
49,Gujarat,Cotton,,Cotton,148,May-28,189,07-Aug,168.5,42,323,Nov-19,28,Jan-28,358,71,Cotton,189.5,22.17358095,72.35467867,20044.25863,1.021494778,27.07849339,64.47172086,20.2257709,0.426842329,32.66615141,267.4720681,1,4,5,7,31.43768842,120.4019806,0.536918563,14.32350299,243.0947614,0.002020128,105,1.929446973,197,0.664393166,2.947956496,1.90478358,5162.312359,4402.312359,4212.312359,3642.312359,3262.312359,9755.351452,8295.351452,7930.351452,6835.351452,6105.351452,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,111,365,111,111,365,111,27.2336958,113.3693103,365,365,365,365,3,FALSE,3
50,Gujarat,Wheat,Winter,Wheat,302,Oct-29,350,Dec-16,326,49,57,Feb-26,112,Apr-22,84.5,56,Wheat.Winter,123.5,21.50873044,71.51740935,284.7184526,1.663045603,26.58416152,59.52972721,20.35412205,0.115151775,31.11613367,253.2479411,1,4,5,7,24.52221124,6.123308963,0.823064881,11.80703024,204.9197629,0.000555383,105,1.850073713,197,0.046767944,2.555805111,1.893292127,2819.006358,2323.006358,2199.006358,1827.006358,1579.006358,9669.135885,8209.135885,7844.135885,6749.135885,6019.135885,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,114,365,114,114,365,114,22.73392224,1.617731011,365,365,365,365,3,TRUE,3X
51,Gujarat,Wheat,Winter,Wheat (Rabi),309,11-May,336,12-Feb,322.5,28,64,03-May,105,Apr-15,84.5,42,Wheat.Winter,127,23.35841814,72.80281637,1876.559005,1.155064713,26.97057495,64.48222419,19.44235512,0.376552095,33.29707356,287.9698048,1,2,5,7,24.0108737,6.22693308,0.839208281,11.759424,202.6986548,0.002622328,45,1.996169881,197,0.048738238,3.388841577,1.924719308,2825.576044,2317.576044,2190.576044,1809.576044,1555.576044,9670.790346,8210.790346,7845.790346,6750.790346,6020.790346,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,104,365,104,104,365,104,22.24863027,2.005936023,365,365,365,365,3,TRUE,3X
52,Gujarat,Rice,,Paddy (Kharif),148,May-28,189,07-Aug,168.5,42,267,Sep-24,308,11-Apr,287.5,42,Rice,119,21.10027743,73.21184263,1330.159235,3.293752808,27.37007094,125.2656661,22.14644278,0.059217855,31.71931768,581.671534,1,2,5,7,30.27895094,236.9272099,0.486211729,14.24117891,229.9036293,0.000383168,45,4.494243025,197,1.400174568,2.037522458,1.923275946,3369.089021,2893.089021,2774.089021,2417.089021,2179.089021,9923.64925,8463.64925,8098.64925,7003.64925,6273.64925,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,133,365,133,133,365,133,28.31616248,345.8299686,365,365,365,365,3,FALSE,3
53,Gujarat,Groundnuts,,Groundnut,148,May-28,203,Jul-22,175.5,56,260,Sep-17,315,11-Nov,287.5,56,Groundnuts,112,21.73764532,70.5627514,12126.61154,2.35470668,26.38368655,55.57331653,20.31433095,0.193146469,30.41181482,254.6785473,1,4,6,7,29.85429799,157.9045273,0.497499438,14.28987962,233.100854,0.000937438,105,1.784863637,197,0.926218198,2.467635624,1.888300477,3152.485172,2704.485172,2592.485172,2256.485172,2032.485172,9621.157647,8161.157647,7796.157647,6701.157647,5971.157647,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,104,365,104,104,365,104,28.14718904,147.6981116,365,365,365,365,3,FALSE,3
54,Gujarat,Maize,,Maize,162,06-Nov,196,Jul-15,179,35,267,Sep-24,308,11-Apr,287.5,42,Maize,108.5,22.78816128,73.90856995,1749.12384,0.058629096,26.58888771,78.23948601,19.69746191,0.469866627,33.05633368,302.7082324,1,2,5,7,30.084544,195.8291815,0.438010277,14.3617628,220.0350122,0.00323303,45,2.364955622,227,1.209351804,3.125168524,1.909280888,3028.984728,2592.984728,2483.984728,2156.984728,1938.984728,9566.737731,8106.737731,7741.737731,6646.737731,5916.737731,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,117,365,117,117,365,117,27.78914716,219.4118516,365,365,365,365,3,FALSE,3
55,Gujarat,Pulses,Gram,Gram (Rabi),316,11-Dec,336,12-Feb,326,21,50,Feb-19,84,Mar-25,67,35,Pulses.Gram,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
56,Gujarat,Other,Mustard,Mustard (Rabi),288,Oct-15,315,11-Nov,301.5,28,15,Jan-15,42,02-Nov,28.5,28,Other.Mustard,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
57,Gujarat,Other,Castor,Castor (Kharif),155,06-Apr,196,Jul-15,175.5,42,330,Nov-26,364,Dec-30,347,35,Other.Castor,171.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
58,Gujarat,Other,Tobacco,Tobacco,183,07-Feb,217,08-May,200,35,309,11-May,343,12-Sep,326,35,Other.Tobacco,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
59,Gujarat,Pulses,Tur,Tur,134,May-14,217,08-May,175.5,84,330,Nov-26,14,Jan-14,354.5,50,Pulses.Tur,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
60,Himachal Pradesh,Wheat,Winter,Wheat,295,Oct-22,350,Dec-16,322.5,56,85,Mar-26,140,May-20,112.5,56,Wheat.Winter,155,31.58042897,77.08854974,721.4260942,-8.29323636,15.54566343,123.7223434,6.094372558,18.13243865,22.90576151,365.4229932,1,11,6,7,11.45553399,21.49360478,0.724181453,11.33790482,151.9963601,0.247878916,319,2.474820221,197,0.308948726,5.105045105,1.511875421,1559.557097,939.5570975,784.5570975,384.2660537,228.6826235,5687.436502,4227.436502,3862.436502,2832.140109,2256.574577,NA,NA,NA,48.27430793,8.553559742,0,0,91,116,133,145,0,0,92,120,157,182,274,365,274,274,365,274,10.06165869,70.06870409,10,-365,-365,-365,1,TRUE,1X
61,Himachal Pradesh,Wheat,Winter,Wheat,323,Nov-19,364,Dec-30,343.5,42,106,Apr-16,147,May-27,126.5,42,Wheat.Winter,148,31.55231393,76.33520414,619.847633,-2.967564778,21.45613034,125.3467175,10.80860317,14.73106125,30.25860848,430.9433677,1,11,6,7,13.09128875,30.87504385,0.648590086,11.03425123,128.6592004,0.177056513,319,2.57286508,197,0.509650102,5.913781797,1.62697848,2417.349854,1825.349854,1677.349854,1233.349854,937.3498537,7844.511439,6384.511439,6019.511439,4924.511439,4194.511439,NA,NA,NA,NA,NA,0,0,0,44,79,91,0,0,0,44,92,116,225,365,225,225,365,225,16.33344496,54.46425592,365,-365,-365,-365,1,TRUE,1X
62,Himachal Pradesh,Wheat,Winter,Wheat,337,12-Mar,7,01-Jul,354.5,36,106,Apr-16,147,May-27,126.5,42,Wheat.Winter,137,30.97975632,76.8590479,204.3083217,-2.792518373,20.78646802,116.7258446,10.80471067,14.31700661,28.89567046,394.3512167,1,11,6,7,12.13137927,45.31767389,0.62992548,11.02535514,126.8484119,0.169374127,319,2.470824629,197,0.777081362,5.411390464,1.581289571,2249.271865,1701.271865,1564.271865,1153.271865,879.271865,7599.95084,6139.95084,5774.95084,4679.95084,3949.95084,NA,NA,NA,NA,NA,0,0,0,42,69,81,0,0,0,42,93,119,228,365,228,228,365,228,16.41804281,58.59712508,295,-365,-365,-365,1,TRUE,1X
63,Himachal Pradesh,Wheat,Winter,Wheat,295,Oct-22,343,12-Sep,319,49,113,Apr-23,140,May-20,126.5,28,Wheat.Winter,172.5,31.08676016,77.56911907,152.309343,-9.393485876,13.63658064,116.92978,5.245855856,14.81647171,20.10466732,363.1502638,1,11,6,7,10.71085034,14.81647171,0.733103857,11.43659215,158.8424814,0.206597983,319,2.670219423,197,0.206597983,4.408105271,1.56563368,1657.081004,965.0810041,792.0810041,400.183814,240.108902,4989.243621,3529.243621,3164.243621,2196.346431,1652.271519,NA,NA,NA,35.06443051,2.408694657,0,0,109,129,148,167,0,0,109,139,181,225,263,365,263,263,365,263,9.578502914,56.62244684,11,-365,-365,-365,1,TRUE,1X
64,Himachal Pradesh,Other,Tomato,Tomato,1,01-Jan,28,Jan-28,14.5,28,106,Apr-16,133,May-13,119.5,28,Other.Tomato,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
65,Himachal Pradesh,Pulses,Peas,Peas (Kharif),99,04-Sep,140,May-20,119.5,42,225,Aug-13,273,Sep-30,249,49,Pulses.Peas,129.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
66,Himachal Pradesh,Pulses,Peas,Peas (Kharif),183,07-Feb,210,Jul-29,196.5,28,295,Oct-22,308,11-Apr,301.5,14,Pulses.Peas,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
67,Himachal Pradesh,Pulses,Peas.2,Peas (Rabi),302,Oct-29,336,12-Feb,319,35,113,Apr-23,154,06-Mar,133.5,42,Pulses.Peas.2,179.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
68,Himachal Pradesh,Maize,,Maize (Kharif),155,06-Apr,182,07-Jan,168.5,28,260,Sep-17,287,Oct-14,273.5,28,Maize,105,31.57092646,76.4743155,1248.662346,-4.00519554,20.56336024,138.4693314,10.10111162,15.86952299,29.05213512,472.1019234,1,11,6,7,28.91851405,150.1467228,0.583895843,15.14192731,262.935847,0.194065097,319,2.867837952,197,0.795992171,5.790075924,1.621591433,2798.866335,2378.866335,2273.866335,1958.866335,1748.866335,7519.484116,6059.484116,5694.484116,4599.484116,3869.484116,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,62,101,125,239,365,239,239,365,239,26.65586986,340.8143778,365,-365,-365,-365,1,FALSE,1
69,Himachal Pradesh,Maize,,Maize (Kharif),155,06-Apr,182,07-Jan,168.5,28,281,10-Aug,315,11-Nov,298,35,Maize,129.5,31.40923183,77.02938721,749.852463,-6.835813553,16.94885475,121.0565809,7.350927278,16.96518811,24.51336651,371.6230826,1,11,6,7,24.4077697,150.4450063,0.562690447,15.12600368,257.6558398,0.222575538,319,2.461691526,197,0.8713304,5.189988303,1.531207457,2818.544533,2298.544533,2168.544533,1778.544533,1518.544533,6199.503113,4739.503113,4374.503113,3287.06142,2664.20009,NA,NA,NA,2028.958024,1656.372056,0,0,0,0,0,3,0,0,73,101,139,163,186,291,260,260,365,260,21.68111179,223.3634603,2,-365,-365,-365,1,FALSE,1
70,Himachal Pradesh,Barley,,Barley,246,09-Mar,280,10-Jul,263,35,8,01-Aug,63,03-Apr,35.5,56,Barley,137.5,31.08676016,77.56911906,35.49968963,-9.393485824,13.63658067,116.9297802,5.245855892,14.81647174,20.10466736,363.1502646,1,11,6,7,16.83390979,149.6435802,0.621399196,13.01810658,213.6883571,0.206597983,319,2.670219427,197,1.235799725,4.408105272,1.56563368,1382.475253,830.4752528,692.4752528,378.8651406,234.2094041,4989.243635,3529.243635,3164.243635,2196.346442,1652.271529,NA,NA,NA,378.8651406,234.2094041,0,0,75,92,115,138,0,0,109,139,181,225,164,255,263,263,365,263,10.01793661,52.43207997,139,-365,-365,-365,1,TRUE,1X
71,Himachal Pradesh,Barley,,Barley,92,04-Feb,147,May-27,119.5,56,197,Jul-16,224,08-Dec,210.5,28,Barley,91,30.8759413,77.65076152,32.04607302,-9.225423564,15.12556558,110.0491606,5.721607731,13.28463501,22.32596394,365.6169992,1,11,6,7,18.67310265,40.56867954,0.638849449,14.18783363,258.4984612,0.180351106,319,2.574333158,197,0.261807316,5.088060312,1.602931478,1926.230782,1562.230782,1471.230782,1198.230782,1016.230782,5533.782898,4073.782898,3708.782898,2700.920706,2136.005833,NA,NA,NA,2310.813015,1872.629431,0,0,0,0,0,0,0,0,98,125,162,188,149,268,237,237,365,237,21.16737123,174.6281415,365,-365,-365,-365,1,FALSE,1
72,Himachal Pradesh,Potatoes,,Potato,99,04-Sep,147,May-27,123,49,253,09-Oct,301,Oct-28,277,49,Potatoes,154,30.79212694,77.50748602,14.97454198,-7.32497695,17.06339685,118.8828026,7.579297884,13.8781671,24.3661781,400.495968,1,11,6,7,21.30342148,42.58077363,0.640554551,14.28158014,261.3458908,0.178057737,319,2.729905143,197,0.257892651,5.095827674,1.60585607,3470.714288,2854.714288,2700.714288,2238.714288,1930.714288,6240.794943,4780.794943,4415.794943,3323.844107,2686.903689,NA,NA,NA,2716.827222,2247.994135,0,0,0,0,0,0,0,0,70,98,137,161,167,295,237,237,365,237,22.53710577,219.5217238,365,-365,-365,-365,1,FALSE,1
73,Himachal Pradesh,Potatoes,,Potato,71,03-Dec,119,Apr-29,95,49,225,Aug-13,280,10-Jul,252.5,56,Potatoes,157.5,31.08676016,77.56911906,12.1702849,-9.393485832,13.63658067,116.9297802,5.245855888,14.81647173,20.10466735,363.1502645,1,11,6,7,13.87362244,56.51474879,0.638598466,13.44320934,235.8239634,0.206597983,319,2.670219427,197,0.449430271,4.40810527,1.56563368,2878.24794,2246.24794,2088.24794,1614.24794,1298.24794,4989.243632,3529.243632,3164.243632,2196.34644,1652.271527,NA,NA,NA,2084.926726,1604.27099,0,0,0,0,7,26,0,0,109,139,181,225,164,255,263,263,365,263,18.21675911,189.3617499,-30,-365,-365,-365,1,FALSE,1
74,Himachal Pradesh,Rice,,Paddy (Kharif),169,Jun-18,203,Jul-22,186,35,288,Oct-15,322,Nov-18,305,35,Rice,119,31.43111664,76.93188864,206.5318442,-5.347766765,18.18684668,130.2932103,8.503189463,18.08935693,25.89957293,399.771652,1,11,6,7,24.90944894,308.6530723,0.501995108,15.05709762,241.2548003,0.230324306,319,2.586573466,197,1.888279348,5.239897499,1.527119771,2643.063344,2167.063344,2048.063344,1691.063344,1453.063344,6651.277009,5191.277009,4826.277009,3731.277009,3041.147062,NA,NA,NA,NA,1600.746457,0,0,0,0,0,2,0,0,53,85,125,148,178,280,263,263,365,263,22.21061633,230.1888274,19,-365,-365,-365,1,FALSE,1
75,Himachal Pradesh,Pulses,Bean,Bean,36,02-May,63,03-Apr,49.5,28,120,Apr-30,140,May-20,130,21,Pulses.Bean,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
76,Himachal Pradesh,Pulses,Gram,Gram,281,10-Aug,315,11-Nov,298,35,92,04-Feb,119,Apr-29,105.5,28,Pulses.Gram,172.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
